post_id,external_id,date,fraud_score,fraud_keywords,fraud_keyword_count,cta_phrases,cta_count,has_price_claim,price_value,has_medical_claim,medical_specificity_score,tier_recommendation
1,9908,2025-10-30,100,healing|energy|frequency,3,watch|live|live|get your ticket|secure your|check it out,6,False,0,True,0.6666666666666666,CRITICAL
6301,3648,2022-12-19,100,healing|healing|healing|healing|healing|healing|healing|approved,8,join|join|join|join|watch|watch|watch|watch|watch|watch,14,False,0,True,0.0,CRITICAL
6285,3664,2022-12-20,100,healing,1,join|join|join|watch|watch|watch|watch|watch|live|live,27,False,0,True,0.0,CRITICAL
6286,3657,2022-12-19,100,healing|healing|healing|healing,4,join|join|join|watch|watch|watch|watch|watch|live|live,20,False,0,True,0.0,CRITICAL
6287,3655,2022-12-19,100,healing|healing|healing|healing,4,join|join|join|watch|watch|watch|watch|watch|live|live,14,False,0,True,0.0,CRITICAL
6288,3669,2022-12-21,100,healing|healing|healing|energy,4,join|join|join|watch|watch|watch|watch|watch|watch|watch,33,False,0,True,0.3333333333333333,CRITICAL
6289,3662,2022-12-20,100,healing|healing|healing,3,join|join|join|watch|watch|watch|watch|watch|live|live,26,False,0,True,0.0,CRITICAL
6290,3651,2022-12-19,100,healing|healing|healing|healing,4,join|join|join|join|watch|watch|watch|watch|watch|sale,12,False,0,True,0.0,CRITICAL
6291,3658,2022-12-20,100,healing|healing,2,join|join|join|watch|watch|watch|watch|watch|live|live,23,False,0,True,0.0,CRITICAL
6292,3650,2022-12-19,100,healing|healing|healing|healing,4,join|join|join|join|watch|watch|watch|watch|watch|sale,12,False,0,True,0.0,CRITICAL
6293,3653,2022-12-19,100,healing|healing|healing|healing,4,join|join|join|watch|watch|watch|watch|watch|live|sale,13,False,0,True,0.0,CRITICAL
6294,3661,2022-12-20,100,healing|healing,2,join|join|watch|watch|watch|watch|watch|live|live|live,25,False,0,True,0.0,CRITICAL
6295,3649,2022-12-19,100,healing|healing|healing|healing|healing,5,join|join|join|join|watch|watch|watch|watch|watch|watch,13,False,0,True,0.0,CRITICAL
6296,3656,2022-12-19,100,healing|healing|healing|healing,4,join|join|join|watch|watch|watch|watch|watch|live|live,19,False,0,True,0.0,CRITICAL
6297,3654,2022-12-19,100,healing|healing|healing|healing,4,join|join|join|watch|watch|watch|watch|watch|live|sale,13,False,0,True,0.0,CRITICAL
6298,3644,2022-12-18,100,healing|healing|healing|healing|healing|healing|healing|approved,8,join|join|watch|watch|watch|watch|watch|watch|watch,9,False,0,True,0.0,CRITICAL
6299,3646,2022-12-19,100,healing|healing|healing|healing|healing|healing|healing|approved,8,join|join|watch|watch|watch|watch|watch|watch|watch|sale,11,False,0,True,0.0,CRITICAL
6284,3671,2022-12-21,100,healing|healing|healing|energy,4,join|join|watch|watch|watch|watch|watch|watch|watch|live,32,False,0,True,0.3333333333333333,CRITICAL
6283,3660,2022-12-20,100,healing|healing,2,join|join|watch|watch|watch|watch|watch|live|live|live,25,False,0,True,0.0,CRITICAL
6282,3659,2022-12-20,100,healing|healing,2,join|join|watch|watch|watch|watch|watch|watch|live|live,23,False,0,True,0.0,CRITICAL
6273,3668,2022-12-21,100,healing|healing|healing,3,join|join|join|watch|watch|watch|watch|watch|watch|watch,33,False,0,True,0.0,CRITICAL
6267,3682,2022-12-23,100,healing|healing|healing|healing|healing|healing|healing|energy|energy|energy,10,join|join|watch|watch|watch|watch|watch|watch|live|membership,30,False,0,True,0.3333333333333333,CRITICAL
6268,3674,2022-12-22,100,healing|healing|healing|healing|healing|healing|healing|energy,8,join|join|watch|watch|watch|watch|watch|live|live|live,30,False,0,True,0.3333333333333333,CRITICAL
6269,3679,2022-12-23,100,healing|healing|healing|healing|healing|healing|healing|energy|energy|energy,10,join|join|watch|watch|watch|watch|watch|watch|live|membership,30,False,0,True,0.3333333333333333,CRITICAL
6270,3686,2022-12-24,100,healing|healing|healing|healing|healing|healing|energy|energy|energy,9,join|watch|watch|watch|watch|watch|watch|live|live|membership,26,False,0,True,0.3333333333333333,CRITICAL
6271,3675,2022-12-22,100,healing|healing|healing|healing|healing|healing|healing|energy,8,join|join|watch|watch|watch|watch|watch|live|live|live,31,False,0,True,0.3333333333333333,CRITICAL
6272,3672,2022-12-22,100,healing|healing|healing|healing|healing|healing|healing|energy,8,join|join|watch|watch|watch|watch|watch|watch|live|live,31,False,0,True,0.3333333333333333,CRITICAL
6274,3685,2022-12-24,100,healing|healing|healing|healing|healing|healing|energy|energy|energy,9,join|watch|watch|watch|watch|watch|watch|live|live|membership,26,False,0,True,0.3333333333333333,CRITICAL
6281,3663,2022-12-20,100,healing|healing|healing,3,join|join|join|watch|watch|watch|watch|watch|live|live,27,False,0,True,0.0,CRITICAL
6275,3687,2022-12-24,100,healing|healing|healing|healing|healing|healing|energy|energy|energy,9,join|watch|watch|watch|watch|live|live|membership|membership|membership,24,False,0,True,0.3333333333333333,CRITICAL
6276,3666,2022-12-21,100,healing,1,join|join|join|watch|watch|watch|watch|watch|watch|live,31,False,0,True,0.0,CRITICAL
6277,3681,2022-12-23,100,healing|healing|healing|healing|healing|healing|healing|energy|energy|energy,10,join|join|watch|watch|watch|watch|watch|watch|watch|live,29,False,0,True,0.3333333333333333,CRITICAL
6278,3670,2022-12-21,100,healing|healing|healing|energy,4,join|watch|watch|watch|watch|watch|watch|live|live|live,29,False,0,True,0.3333333333333333,CRITICAL
6279,3678,2022-12-23,100,healing|healing|healing|healing|healing|healing|healing|energy|energy|energy,10,join|join|watch|watch|watch|watch|watch|live|live|membership,30,False,0,True,0.3333333333333333,CRITICAL
6280,3667,2022-12-21,100,healing|healing|healing,3,join|join|join|watch|watch|watch|watch|watch|watch|watch,32,False,0,True,0.0,CRITICAL
6300,3673,2022-12-22,100,healing|healing|healing|healing|healing|healing|healing|energy,8,join|join|watch|watch|watch|watch|watch|live|live|live,30,False,0,True,0.3333333333333333,CRITICAL
6302,3642,2022-12-18,100,healing|healing|healing|healing|healing|healing|healing|healing|energy|approved,10,join|join|watch|watch|watch|watch|watch|watch,8,False,0,True,0.3333333333333333,CRITICAL
6265,3676,2022-12-22,100,healing|healing|healing|healing|healing|healing|healing|energy|energy,9,join|join|watch|watch|watch|watch|watch|live|live|live,34,False,0,True,0.3333333333333333,CRITICAL
6303,3665,2022-12-20,100,healing,1,join|join|join|watch|watch|watch|watch|watch|watch|watch,29,False,0,True,0.0,CRITICAL
6322,3636,2022-12-16,100,healing|healing|healing|healing|healing|healing|healing|healing|energy|approved,10,join|watch|watch|watch|watch|watch|watch|watch,8,False,0,True,0.3333333333333333,CRITICAL
6323,3628,2022-12-14,100,healing|healing|healing|healing|healing|healing|energy|approved,8,watch|watch|watch|watch|watch|watch|watch|watch|live|live,11,False,0,True,0.3333333333333333,CRITICAL
6324,3618,2022-12-13,100,healing|healing|healing|scalar,4,watch|watch|watch|watch|watch|watch|live|live|live|live,12,False,0,True,0.3333333333333333,CRITICAL
6325,3616,2022-12-13,100,healing|healing|healing|healing|energy|scalar,6,watch|watch|watch|watch|watch|live|live|live|live|live,13,False,0,True,0.6666666666666666,CRITICAL
6326,3614,2022-12-13,100,healing|healing|healing|healing|energy|scalar,6,watch|watch|watch|watch|watch|watch|live|live|live|live,15,False,0,True,0.6666666666666666,CRITICAL
6327,3619,2022-12-13,100,healing|healing|healing|healing|healing|scalar,6,watch|watch|watch|watch|watch|watch|live|live|live|live,12,False,0,True,0.3333333333333333,CRITICAL
6328,3645,2022-12-18,100,healing|healing|healing|healing|healing|healing|healing|approved,8,join|join|watch|watch|watch|watch|watch|watch|watch,9,False,0,True,0.0,CRITICAL
6329,3621,2022-12-14,100,healing|healing|healing|healing|scalar,5,watch|watch|watch|watch|watch|watch|live|live|live|live,12,False,0,True,0.3333333333333333,CRITICAL
6330,3627,2022-12-14,100,healing|healing|healing|healing|healing|energy|scalar|approved,8,watch|watch|watch|watch|watch|watch|live|live|live,9,False,0,True,0.6666666666666666,CRITICAL
6331,3612,2022-12-12,100,healing|healing|healing|healing|energy|scalar,6,watch|watch|watch|watch|watch|watch|watch|live|live|live,16,False,0,True,0.6666666666666666,CRITICAL
6332,3617,2022-12-13,100,healing|healing|healing|scalar,4,watch|watch|watch|watch|watch|watch|live|live|live|live,13,False,0,True,0.3333333333333333,CRITICAL
6333,3609,2022-12-12,100,healing|healing|healing|healing|energy|scalar,6,join|watch|watch|watch|watch|watch|watch|watch|watch|watch,21,False,0,True,0.6666666666666666,CRITICAL
6334,3613,2022-12-12,100,healing|healing|healing|healing|energy|scalar,6,watch|watch|watch|watch|watch|watch|watch|live|live|live,16,False,0,True,0.6666666666666666,CRITICAL
6335,3611,2022-12-12,100,healing|healing|healing|healing|energy|scalar,6,watch|watch|watch|watch|watch|watch|watch|watch|live|live,16,False,0,True,0.6666666666666666,CRITICAL
6336,3607,2022-12-12,100,healing|healing|healing|healing|healing|energy|scalar,7,join|join|watch|watch|watch|watch|watch|watch|watch|watch,22,False,0,True,0.6666666666666666,CRITICAL
6321,3622,2022-12-14,100,healing|healing|healing|healing|healing|energy|scalar,7,watch|watch|watch|watch|watch|watch|live|live|live|live,12,False,0,True,0.6666666666666666,CRITICAL
6320,3620,2022-12-13,100,healing|healing|healing|healing|scalar,5,watch|watch|watch|watch|watch|watch|live|live|live|live,12,False,0,True,0.3333333333333333,CRITICAL
6319,3626,2022-12-14,100,healing|healing|healing|healing|energy|scalar,6,watch|watch|watch|watch|watch|live|live|live,8,False,0,True,0.6666666666666666,CRITICAL
